"Timestamp","Czy w ciągu ostatnich 5 lat przynajmniej raz uprawiałaś/-eś seks?","Czy w ciągu ostatnich 5 lat zdarzyło Ci się uprawiać seks bez prezerwatywy?","W ciągu ostatnich 5 lat z iloma mniej więcej partnerami/-kami byłaś/-eś aktywna/-ny seksualnie?","Jakie zachowania seksualne podejmowałaś/-eś w ciągu ostatnich 5 lat? (Wybierz te odpowiedzi które uważasz za słuszne)","W ciągu ostatnich 5 lat uprawiałaś/-eś seks po: (Wybierz te odpowiedzi, które uważasz za słuszne)","Czy uważasz, że temat bezpiecznego seksu dotyczy każdego?","Czy w ciągu ostatnich 5 lat wykonywałaś/-eś badania w kierunku chorób przenoszonych drogą płciową? (Kiła, Chlamydioza, Rzeżączka, Opryszczka narządów płciowych, WZW B, HPV)","Czy w ciągu ostatnich 5 lat robiłaś/-eś test na HIV?","Skąd pochodzi twoja wiedza na temat zachowań i praktyk seksualnych? (Wybierz tyle odpowiedzi ile uważasz za słuszne)","Co oznacza dla Ciebie pojęcie: ""Bezpieczny seks""? (Wybierz te odpowiedzi, które uważasz za słuszne) ","Płeć","Twój wiek mieści się w przedziale:","Jakie masz wykształcenie?","Twoje miejsce zamieszkania to:","Jaka jest Twoja sytuacja zawodowa?","Jaka jest Twoja orientacja seksualna?","Jaki jest Twój obecny status związku?","Opisując Twoje związki z ostatnich 5 lat oraz sytuację obecną, były one:"
"2019/05/09 6:20:35 pm CET","Tak","Tak","21-50","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting;Rimming;Pissing;Tak.","Alkoholu;Narkotykach (Amfetamina (Speed), Metamfetamina (Tina), MDMA (Ecstasy), MDA, GHB/GBL (G), Kokaina, Mefedron, Ketamina);Marihuanie;Poppersie;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem","Mężczyzna","34-41","Licencjat","Miasto pow. 1 mln","Pracodawca","Homoseksualna","Singiel/-ka","Przeważnie zamknięte"
"2019/05/09 6:31:57 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Rimming","Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, dwa lub trzy razy","Tak, ale tylko raz","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B;seks analny i/lub oralny","Mężczyzna","34-41","Wyższe magisterskie","Miasto od 250 do 500 tys.","Pracodawca","Homoseksualna","W związku partnerskim jednopłciowym","Tylko zamnknięte"
"2019/05/09 7:58:45 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja","Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Internet","podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","34-41","Wyższe magisterskie","Wieś","Freelancer - wolny zawód","Homoseksualna","W związku partnerskim","Przeważnie zamknięte"
"2019/05/09 11:28:12 pm CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Narkotykach (Amfetamina (Speed), Metamfetamina (Tina), MDMA (Ecstasy), MDA, GHB/GBL (G), Kokaina, Mefedron, Ketamina);Marihuanie;Poppersie;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, dwa lub trzy razy","Tak, dwa lub trzy razy","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);regularne badania kontrolne na HIV i WZW B","Mężczyzna","26-33","Średnie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","Singiel/-ka","Przeważnie otwarte"
"2019/05/10 12:01:34 am CET","Tak","Tak","11-20","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting;Rimming","Żadne z powyższych","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","34-41","Wyższe inżynierskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W małżeństwie jednopłciowym","Tylko otwarte"
"2019/05/11 10:17:30 am CET","Tak","Tak","11-20","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Marihuanie;Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Internet;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem","Mężczyzna","18-25","Średnie","Miasto od 100 do 250 tys.","Freelancer - wolny zawód","Homoseksualna","W związku homoseksualnym","Ciężko powiedzieć"
"2019/05/13 12:18:34 am CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja;Fisting;Rimming","Marihuanie;Poppersie","Nie. Kogo nie dotyczy? (Odpowiedź wpisz proszę w inne)","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Pornografia (filmy, czasopisma);Internet","stosowanie leczenia jako zapobieganie zakażenia HIV (TasP)","Mężczyzna","34-41","Średnie","Miasto od 500 tys. do 1 mln","Freelancer - wolny zawód","Homoseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/05/13 11:18:11 pm CET","Tak","Tak","pow. 100","Seks analny;Seks oralny;Masturbacja;Rimming","Żadne z powyższych","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Doswiadczenia","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem;seks analny i/lub oralny;seks nieprowadzący do ejakulacji","Mężczyzna","42-49","Licencjat","Miasto pow. 1 mln","Pracownik","Homoseksualna","W małżeństwie jednopłciowym","Tylko otwarte"
"2019/05/14 12:53:04 pm CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting;Rimming;chemseks","Alkoholu;Narkotykach (Amfetamina (Speed), Metamfetamina (Tina), MDMA (Ecstasy), MDA, GHB/GBL (G), Kokaina, Mefedron, Ketamina);Poppersie;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami przenoszonymi drogą kontaktów płciowych;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby przenoszone drogą kontaktów płciowych;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej) (doraźne przyjęcie leków antyretrowirusowych po potencjalnie ryzykownym zachowaniu seksualnym, a czasie którego mogło dojść do zakażenia HIV);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP) - skuteczna terapia antyretrowirusowa osoby HIV pozytywnej;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej) - przyjmowanie leków antyretrowirusowych regularnie lub doraźnie przed i po seksie w celu zapobieżenia potencjalnemu zakażeniu HIV;seks analny i/lub oralny;seks nieprowadzący do ejakulacji;stosowanie środków antykoncepcyjnych","Mężczyzna","34-41","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Przeważnie otwarte"
"2019/05/14 1:10:56 pm CET","Tak","Tak","2-5","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Narkotykach (Amfetamina (Speed), Metamfetamina (Tina), MDMA (Ecstasy), MDA, GHB/GBL (G), Kokaina, Mefedron, Ketamina);Marihuanie","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, bo nie interesuje mnie to","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami przenoszonymi drogą kontaktów płciowych;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;higiena osobista przed i po stosunku;stosowanie środków antykoncepcyjnych","Mężczyzna","18-25","Średnie","Miasto pow. 1 mln","Student","Hetero/demiseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/05/14 6:46:51 pm CET","Nie","","","","","Nie. Kogo nie dotyczy? (Odpowiedź wpisz proszę w inne);Tych, co nie uprawiają seksu. ","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Pornografia (filmy, czasopisma)","seks po ślubie","Mężczyzna","18-25","Średnie","Miasto od 500 tys. do 1 mln","Student","Heteroseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/05/15 9:46:23 am CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja;Rimming","Alkoholu;Poppersie","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Nie, bo nie interesuje mnie to","Internet","podejmowanie świadomych kontaktów seksualnych","Mężczyzna","42-49","Średnie","Wieś","Pracownik","Homoseksualna","Singiel/-ka","Przeważnie otwarte"
"2019/05/15 8:08:01 pm CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja;Fisting;Rimming","Marihuanie;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami przenoszonymi drogą kontaktów płciowych;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby przenoszone drogą kontaktów płciowych;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej) (doraźne przyjęcie leków antyretrowirusowych po potencjalnie ryzykownym zachowaniu seksualnym, a czasie którego mogło dojść do zakażenia HIV);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP) - skuteczna terapia antyretrowirusowa osoby HIV pozytywnej;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej) - przyjmowanie leków antyretrowirusowych regularnie lub doraźnie przed i po seksie w celu zapobieżenia potencjalnemu zakażeniu HIV;seks z jednym, stałym partnerem","Mężczyzna","18-25","Licencjat","Miasto od 500 tys. do 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Przeważnie zamknięte"
"2019/05/16 3:32:21 pm CET","Tak","Tak","1","Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Tak, ale tylko raz","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami przenoszonymi drogą kontaktów płciowych;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby przenoszone drogą kontaktów płciowych;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej) (doraźne przyjęcie leków antyretrowirusowych po potencjalnie ryzykownym zachowaniu seksualnym, a czasie którego mogło dojść do zakażenia HIV);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP) - skuteczna terapia antyretrowirusowa osoby HIV pozytywnej;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej) - przyjmowanie leków antyretrowirusowych regularnie lub doraźnie przed i po seksie w celu zapobieżenia potencjalnemu zakażeniu HIV;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Kobieta","18-25","Średnie","Miasto od 500 tys. do 1 mln","Student","Heteroseksualna","W związku heteroseksualnym","Tylko zamnknięte"
"2019/05/16 9:47:27 pm CET","Tak","Tak","2-5","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, ale tylko raz","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem seksualnym przed i/lub po stosunku","Kobieta","34-41","Wyższe magisterskie","Miasto do 50 tys.","Pracodawca","Heteroseksualna","W małżeństwie dwupłciowym","Przeważnie zamknięte"
"2019/05/21 1:44:58 pm CET","Tak","Tak","2-5","Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Tak, ale tylko raz","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","podejmowanie świadomych kontaktów seksualnych;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy","Kobieta","18-25","Zasadnicze zawodowe","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/05/21 7:06:42 pm CET","Tak","Tak","pow. 100","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting;Rimming;Pissing","Alkoholu;Narkotykach (Amfetamina (Speed), Metamfetamina (Tina), MDMA (Ecstasy), MDA, GHB/GBL (G), Kokaina, Mefedron, Ketamina);Marihuanie;Poppersie;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi","używanie jednorazowego sprzętu w czasie tzw. chemseksu;regularne badania kontrolne na choroby przenoszone drogą kontaktów płciowych;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej) (doraźne przyjęcie leków antyretrowirusowych po potencjalnie ryzykownym zachowaniu seksualnym, a czasie którego mogło dojść do zakażenia HIV);stosowanie leczenia jako zapobieganie zakażenia HIV (TasP) - skuteczna terapia antyretrowirusowa osoby HIV pozytywnej;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej) - przyjmowanie leków antyretrowirusowych regularnie lub doraźnie przed i po seksie w celu zapobieżenia potencjalnemu zakażeniu HIV;seks z jednym, stałym partnerem","Mężczyzna","18-25","Wyższe inżynierskie","Miasto od 500 tys. do 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Przeważnie otwarte"
"2019/05/24 2:43:07 pm CET","Tak","Tak","pow. 100","Seks analny;Seks oralny;Masturbacja;Rimming","Alkoholu;Narkotykach (Amfetamina (Speed), Metamfetamina (Tina), MDMA (Ecstasy), MDA, GHB/GBL (G), Kokaina, Mefedron, Ketamina);Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Internet;Przyjaciele, znajomi","używanie prezerwatywy","Mężczyzna","26-33","Średnie","Miasto do 50 tys.","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Tylko otwarte"
"2019/05/26 10:35:18 pm CET","Tak","Tak","11-20","Seks analny;Seks oralny;Pissing","Alkoholu;Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to regularnie co 3-6 miesięcy","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami przenoszonymi drogą kontaktów płciowych;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;regularne badania kontrolne na choroby przenoszone drogą kontaktów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP) - skuteczna terapia antyretrowirusowa osoby HIV pozytywnej;regularne badania kontrolne na HIV i WZW B;seks analny i/lub oralny","Mężczyzna","42-49","Wyższe inżynierskie","Miasto od 500 tys. do 1 mln","Pracownik","Homoseksualna","Singiel/-ka","Przeważnie zamknięte"
"2019/05/28 3:23:33 pm CET","Tak","Tak","21-50","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Rimming;Pissing;BDSM","Alkoholu;Poppersie;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","używanie jednorazowego sprzętu w czasie tzw. chemseksu;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby przenoszone drogą kontaktów płciowych;obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP) - skuteczna terapia antyretrowirusowa osoby HIV pozytywnej;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej) - przyjmowanie leków antyretrowirusowych regularnie lub doraźnie przed i po seksie w celu zapobieżenia potencjalnemu zakażeniu HIV","Mężczyzna","34-41","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko otwarte"
