"Timestamp","Você fez sexo nos últimos 5 anos?","Nos últimos 5 anos, teve relações sexuais sem preservativo?","Com quantos parceiros teve relações sexuais nos últimos 5 anos?","Que práticas sexuais realizou nos últimos 5 anos? (Escolha todas as opções que se apliquem)","Nos últimos 5 anos, teve relações sexuais depois de consumir: (Escolha todas as opções que se apliquem)","Considera que sexo seguro é algo a levar em consideração por todos?","Nos últimos 5 anos, fez análises a DSTs (doenças sexualmente transmissíveis)? (sífilis, clamídia, gonorréia, trato genital, hepatite, hpv)","Nos últimos 5 anos, fez análises a VIH (Vírus da Imunodeficiência humana)?","Onde aprendeu o que sabe sobre comportamentos e práticas sexuais? (Escolha todas as opções que se apliquem)","O que é, para si, sexo seguro? (Escolha todas as opções que se apliquem)","Sexo","Qual é o seu nível de educação?","Qual é a sua idade?","A sua área de residência é…","Qual é a sua situação profissional?","Qual é a sua orientação sexual?","Qual o seu estado civil?","Como descreveria as suas relações nos últimos 5 anos?"
"2019/07/08 10:54:23 pm CET","Sim","Sim","51-100","Sexo anal;Sexo oral;Masturbação;Fisting;Rimming","Poppers","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Engenheiro","42-49","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Homossexual","Solteiro(a)","É complicado"
"2019/07/09 12:13:37 am CET","Sim","Sim","11-20","Sexo anal;Sexo oral;Masturbação;Rimming","Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Licenciatura","26-33","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Empregado","Homossexual","Numa relação homossexual","Abertas"
"2019/07/09 12:21:15 am CET","Sim","Sim","6-10","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Rimming","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Médicos, enfermeiros e outros profissionais de saúde.","Ter contactos sexuais conscientes.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Uso de tratamento como prevenção da infeção de VIH;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Licenciatura","34-41","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Empregado","Homossexual","Solteiro(a)","É complicado"
"2019/07/09 1:03:03 am CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação","Álcool","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço análises regularmente, com menos de três meses de intervalo.","Familia;Pornografia (filmes e revistas);Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Secundária","26-33","Uma cidade com menos de 50.000 habitantes.","Empregado","Homossexual","Casado com alguém do mesmo sexo","Fechadas"
"2019/07/09 1:45:11 am CET","Sim","Sim","Mais de 100","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Fisting;Rimming;Pissing","Álcool;Marijuana;Poppers","Sim","Sim, fiz duas ou três vezes.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Familia;Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Usar desinfetante na pele e nas membranas mucosas.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH;Ter relações apenas com um parceiro;Praticar o coito interrompido","Homem","Ensino profissional","42-49","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Trabalhador independente","Homossexual","Solteiro(a)","Abertas"
"2019/07/09 4:03:27 am CET","Sim","Sim","Não sei, não conto.","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Rimming","Álcool;Marijuana","Sim","Sim, fiz duas ou três vezes.","Sim, fiz duas ou três vezes.","Escola e educação sexual.;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH;Ter relações apenas com um parceiro","Homem","Engenheiro","26-33","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante","Homossexual","Em união de facto com alguém do mesmo sexo","Maioritariamente abertas"
"2019/07/09 2:17:00 pm CET","Sim","Sim","Mais de 100","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Fisting;Rimming","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Livros e publicações científicas;Trabalho ","Informar o parceiro sexual de uma possível infeção.;Usar utensílios descartáveis na prática de sexo com “Chemsex”;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Licenciatura","34-41","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Empregado","Homossexual","Numa relação homossexual","Maioritariamente abertas"
"2019/07/09 3:15:11 pm CET","Sim","Sim","6-10","Sexo anal;Sexo oral;Masturbação","Nada","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Usar métodos contracetivos","Homem","Ensino profissional","34-41","Uma cidade com menos de 50.000 habitantes.","Empregado","Homossexual","Numa relação homossexual","Fechadas"
"2019/07/09 10:41:41 pm CET","Sim","Sim","2-5","Sexo anal;Sexo oral","Álcool","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH;Usar métodos contracetivos","Homem","Secundária","26-33","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Empregado","Homossexual","Numa relação homossexual","Fechadas"
"2019/07/10 8:42:33 am CET","Sim","Sim","11-20","Sexo anal;Sexo oral;Masturbação","Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Sim","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Sim, fiz uma vez.","Livros e publicações científicas","Ter contactos sexuais conscientes.;Usar lubrificante.;Auto observação e análise genital;Usar de preservativo;Praticar sexo sem ejaculação","Homem","Licenciatura","58-65","Uma cidade com mais de 1 milhão de habitantes.","Trabalhador independente","Homossexual","S","É complicado"
"2019/07/10 8:58:23 pm CET","Sim","Sim","21-50","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Rimming","Álcool","Não. Porquê? A quem não se aplica? (Por favor insira a resposta em ""outro"");todos os comportamentos sexuais dependem exclusivamente da vontade e consciência dos envolvidos","Sim, fiz uma vez.","Sim, fiz duas ou três vezes.","Amogis e colegas","Usar de preservativo","Homem","Secundária","42-49","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Homossexual","Numa relação homossexual","Maioritariamente fechadas"
"2019/07/25 3:39:40 pm CET","Sim","Não me lembro","11-20","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Rimming","Álcool","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, uso sempre preservativo.","Internet;Amogis e colegas","Conversar com o parceiro/cônjuge sobre possíveis riscos.;Auto observação e análise genital","Homem","Ensino profissional","34-41","Uma cidade com mais de 1 milhão de habitantes.","Trabalhador independente","Homossexual","Viúvo(a)","Abertas"
"2019/08/10 1:47:41 pm CET","Não","","","","","Sim","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma aldeia.","Estudante universitário","Bissexual","Solteiro(a)","Abertas"
"2019/08/30 11:26:57 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação","nenhuma","Sim","Não, todos os meus parceiros são saudáveis.","Não, todos os meus parceiros são saudáveis.","Escola e educação sexual.;Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Praticar o coito interrompido","Homem","Secundária","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/11/03 12:52:14 am CET","Sim","Sim","51-100","Sexo anal;Sexo oral;Masturbação;Fisting;Rimming;Pissing","Álcool;Drogas (Anfetamina (Velocidade), Metanfetamina (Tina), MDMA (Êxtase), MDA, GHB / GBL (G), Cocaína, Mefedrona, Cetamina);Marijuana","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Usar de preservativo","Homem","Secundária","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Estudante","Homossexual","Solteiro(a)","Abertas"
"2019/11/12 6:50:42 pm CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Pornografia (filmes e revistas);Internet","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Bissexual","Solteiro(a)","Maioritariamente fechadas"
"2019/11/12 6:57:20 pm CET","Não","","","","","Sim","Não, não estou interessado em saber.","Não, não estou interessado em saber.","Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma aldeia.","Estudante universitário","Homossexual","Solteiro(a)","É complicado"
