"Timestamp","In the last 5 years, have you had sex at least once?","In the last 5 years have you ever had sex without a condom?","With how many partners were you sexually active in the last 5 years?","Which sexual behaviors did you have in the last 5 years? (Choose all applicable answers)","In the last 5 years, have you ever had sex after:(Choose all applicable answers)","Do you think that the topic of safe sex applies to everyone?","In the last 5 years, have you been tested for STD’s (sexually transmitted diseases like Syphilis, Gonorrhea (The clap), Herpes simplex (HSV1), Hepatitis B, HPV)?","In the last 5 years, have you been tested for HIV?","Where does your knowledge about sexual behaviors and practices come from? (Choose all applicable answers)","What ""Safe sex"" means for you? (Choose all applicable answers)","Sex/Gender","Your age is in the range:","What is your education level?","Your place of residence is:","What is your professional situation?","What is your sexual orientation?","What is your current relationship status?","Describing your relationships from the last 5 years and the current situation, they were:"
"2019/08/10 11:07:08 am CET","Yes","Yes","1","Anal sex;Oral sex;Masturbation;Rimming;Pissing","Alcohol;Poppers","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","School, studies, sex education;Internet;Friends, collegues","making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;regular check-ups for HIV and hepatitis B","Male","26-33","Bachelor","City over 1 million","Employee","Homosexual","Single","Mostly closed"
"2019/08/10 12:06:23 pm CET","Yes","No","2-5","Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","None of them","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","making conscious sexual contacts;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;personal hygiene before and after intercourse;using a condom","Male","34-41","Master's degree","City over 1 million","Employee","Homosexual","In a homosexal relationship","Only closed"
"2019/08/10 7:02:03 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","School, studies, sex education;Parents, family, siblings;Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;using a condom","Male","18-25","Secondary","City over 1 million","University student","Homosexual","In a same-sex marriage","Only open"
"2019/08/10 8:20:46 pm CET","Yes","Yes","51-100","Anal sex;Oral sex;Masturbation;Fisting","Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection","Male","34-41","PHD and higher","City up to 50 thousand","Employee","Homosexual","Single","It's hard to say"
"2019/08/11 1:56:52 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Poppers","Yes","No, because I'm not interested in it","Yes, I do it at least once a year","Internet;Friends, collegues","conversation with a sexual partner before and / or after intercourse;using a condom;sex with one regular partner","Male","26-33","Master's degree","City from 500 thousand to 1 million","Employee","Homosexual","In a homosexal relationship","Only closed"
"2019/08/12 11:50:17 pm CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Pissing","Alcohol;Poppers","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","Internet","Informing the sexual partner about the possible STD's infection;use of disinfectants on the skin and mucous membranes;use of disposable equipment during the so-called chemsex;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);observation and genital self-examination","Male","26-33","Engineer","City over 1 million","Employee","Homosexual","In a homosexal relationship","Only closed"
"2019/08/14 9:33:05 am CET","Yes","Yes","6-10","Vaginal sex;Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol;Marijuana","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","School, studies, sex education;Parents, family, siblings;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;use of contraceptives","Female","18-25","Master's degree","City over 1 million","Employee","Bisexual","Single","Only closed"
"2019/08/23 6:18:28 pm CET","No","","","","","Yes","Yes, I do it at least once a year","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse","Male","18-25","Engineer","City from 250 to 500 thousand","Employee","Man","Single","It's hard to say"
"2019/08/31 6:34:23 pm CET","Yes","Yes","21-50","Anal sex;Oral sex;Rimming","Alcohol;Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);observation and genital self-examination;use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;sex with one regular partner","Male","34-41","Master's degree","City from 500 thousand to 1 million","Employer","Homosexual","Single","Only closed"
"2019/09/03 3:46:15 am CET","Yes","No","1","Anal sex;Oral sex;Masturbation","None of them","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Parents, family, siblings","Informing the sexual partner about the possible STD's infection;use of disinfectants on the skin and mucous membranes;conversation with a partner / spouse about possible risks;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);observation and genital self-examination;use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection","Male","34-41","Vocational education","City from 500 thousand to 1 million","Employee","Homosexual","In a homosexal relationship","Only closed"
"2019/09/12 9:39:01 am CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation","Alcohol","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","Internet;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom","Male","26-33","Bachelor","City from 500 thousand to 1 million","Employee","Homosexual","Single","Only closed"
"2019/09/12 9:54:04 am CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation","None of them","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Internet","using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;sex with one regular partner;anal and / or oral sex","Male","26-33","Secondary","Village","Employee","Homosexual","Single","Only closed"
"2019/09/13 9:05:54 pm CET","Yes","No","2-5","Anal sex;Oral sex;Masturbation;Rimming","None of them","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","School, studies, sex education;Internet;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible STD's infection;use of disinfectants on the skin and mucous membranes;use of disposable equipment during the so-called chemsex;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner","Male","34-41","Master's degree","City from 500 thousand to 1 million","Employee","Homosexual","Single","Only closed"
